comment,link
Don’t understand a word of this song (wo the help of the subtitles of course) but LOVE it. He’s got such a soothing pleasant voice. Love most of his songs. Cheers from the US. ️,https://www.youtube.com/watch?v=2tfbx59a_dM
Στο άκουσμα αυτού του τραγουδιού....σταματάει το μυαλό να σκέφτεται και η καρδιά παγώνει α ρε κοριτσάκι μου πόσο όμορφα και γλυκιά θα ήταν η ζωή αν εισουνα εδώ ,https://www.youtube.com/watch?v=2tfbx59a_dM
Aku mendengarkan setiap lagumu semuanya membuatku terdiam .. kenapa semua selalu menyentuh hatiku..apa yang aku rasakan kamu menulisnya dengan indah sebagai lagu... terima kasih salam hangat dari hatiku suksel selalu,https://www.youtube.com/watch?v=2tfbx59a_dM
"""με ξενύχτησες πάλι"" 
Κάθε βράδυ η σκέψη σου με ξενυχτά!!! Φεύγεις έρχεσαι είσαι εδώ ... Είσαι μαζί μου πάντα! Εκείνο το χαμόγελό σου κ η φωνή σου είναι ακόμα εδώ. Κανένα αντίο, κανένα γεια σου δεν λήγει αυτήν ιστορία, γιατί αυτή η ελπίδα που αφήνει το αγγιγμά σου είναι η δύναμή μου να σε ψάξω ξανά!!! Το όνομά σου με 1000 ονόματα ...",https://www.youtube.com/watch?v=2tfbx59a_dM
"Уникален глас, поздрави от България",https://www.youtube.com/watch?v=2tfbx59a_dM
"Όλοι ζητάμε μία ελπίδα στον κόσμο πού ζούμε, έτσι πού τόν καταντήσαμε...καλοταξιδο ",https://www.youtube.com/watch?v=2tfbx59a_dM
Τι τραγουδάρα είναι αυτή ! Μπράβο ρε Κωνσταντίνε ! Στίχοι όλο νόημα,https://www.youtube.com/watch?v=2tfbx59a_dM
"Για τους έρωτες που τελείωσαν επειδή έπρεπε... Για όσους χώρισαν απότομα και ερωτευμένοι...και όχι ξενερωμενοι.. 
Θ.",https://www.youtube.com/watch?v=2tfbx59a_dM
La mia canzone dell l'estate bellissima 🇬🇷,https://www.youtube.com/watch?v=2tfbx59a_dM
"This is song is very nice, whithout knowing greek I could understand what about he is singing. Best regards from Armenia.",https://www.youtube.com/watch?v=2tfbx59a_dM
Piękna piosenka. Serdeczne pozdrowienia z Polski ️🇵🇱,https://www.youtube.com/watch?v=2tfbx59a_dM
Λίγες φορές νιώθω έτσι με ένα τραγούδι. Τελειώνει και το ξανά βάζω. ΥΠΕΡΟΧΟ,https://www.youtube.com/watch?v=2tfbx59a_dM
Δεν ξέρω από που να αρχίσω και που να τελειώσω..Είναι τόσα τα συναισθήματα και οι αναμνήσεις που δημιουργεί αυτό το τραγούδι..Όταν βάζεις τα πρέπει όμως πάνω απ'ολα υπάρχουν αυτά τα συναισθήματα και οι σκέψεις όσα χρόνια κι αν περάσουν....,https://www.youtube.com/watch?v=2tfbx59a_dM
"Ο Αργυρός είναι ένας μεγάλος καλλιτέχνης, ξέρει να ακούει να βλέπει και να μαθαίνει, να δημιουργεί στα δικά του δεδομένα κάτι άλλο χωρίς να αντιγράφει. Το κομμάτι αυτό έχει τη φιλοσοφία του Macklemore κι όμως το έκανε δικό του. Πολλά Μπράβο σε όλους τους δημιουργούς",https://www.youtube.com/watch?v=2tfbx59a_dM
"Ένα τραγούδι μπορεί να είναι τόσο εκπληκτικό και υπέροχο, ένα τραγούδι που χαϊδεύει τη ψυχή, ένα τραγούδι που λέει και κραυγάζει τα πάντα, ένα τραγούδι που μαγεύει και κατακτάει την καρδιά, με λίγα λόγια χιλιάδες μπράβο σε αυτό το αριστούργημα και σε αυτή τη θαυμάσια εκτέλεση",https://www.youtube.com/watch?v=2tfbx59a_dM
Much love from Serbia! Amazing songThis is for Eurosong song contest!!!,https://www.youtube.com/watch?v=2tfbx59a_dM
"Great song 
It became my favorite from the first listen
Konstantinos has a great voice
He sings uniquely
Read more",https://www.youtube.com/watch?v=2tfbx59a_dM
Αργυρός.. μέσα στους καλύτερους της εποχής του!!!,https://www.youtube.com/watch?v=2tfbx59a_dM
Such a wonderful song.,https://www.youtube.com/watch?v=2tfbx59a_dM
"Για τις παλιές αγάπες, για τις αγάπες που χάθηκαν.... Τι κάνουμε;.. Όπως λέει το τραγούδι γυρίζουμε σελίδα και συνεχίζουμε.... Όλα για κάποιο λόγο γίνονται",https://www.youtube.com/watch?v=2tfbx59a_dM
"1991  δεν είναι πολλά τα χρόνια γιατί πάντα υπάρχεις στα τραγούδια μέσα!
Αυτό το τραγούδι σε φέρνει ακόμα εδώ.",https://www.youtube.com/watch?v=2tfbx59a_dM
"Προσπαθείς να ξεπερασες το παρελθόν.....απλά είναι ένα κομμάτι που δεν ξεθωριάζει με τον χρόνο, όταν έχεις πραγματικά αγαπήσει.!!",https://www.youtube.com/watch?v=2tfbx59a_dM
Είναι αυτή η κρυφή ελπίδα που έχεις έτσι ώστε να γυρίσει η αγάπη σου η μεγάλη …,https://www.youtube.com/watch?v=2tfbx59a_dM
"Ζω και αναπνέω με την ελπίδα πως κάποια μέρα θα 'ρθεις.
Αχ ρε Κωνσταντίνε, καθε φορά μιλάς στις καρδιές μας.",https://www.youtube.com/watch?v=2tfbx59a_dM
"Όσο καιρό και να περάσει, αυτό το αριστούργημα θα μείνει αξέχαστο ....!️🇬🇷",https://www.youtube.com/watch?v=2tfbx59a_dM
Amazing voice  love from Syria 🇸🇾,https://www.youtube.com/watch?v=2tfbx59a_dM
Σε ευχαριστούμε που μέσα στην παρακμή των τελευταίων ετών υπάρχεις εσύ να μας χαρίζεις όμορφα τραγούδια!!!,https://www.youtube.com/watch?v=2tfbx59a_dM
Καταπληκτικό τραγούδι. Φοβερός στίχος. Υπέροχη μουσική. Το τραγουδάω κι αυτό το τραγούδι. Σ' αγαπάμε Κωνσταντίνε Αργυρέ. ,https://www.youtube.com/watch?v=2tfbx59a_dM
"Πόσο υπέροχοι και οι δύο, πόσο αγαπημένες φωνές και εξαιρετικά ταλέντα, πόσο ταπεινός ο Θέμης Αδαμαντίδης που αγκαλιάζει τους νεότερους! Μια υπέροχη στιγμή και για τους δύο, μια όμορφη συνεργασία που μιλάει κατευθείαν στην καρδιά μας! Να είναι και να είμαστε καλά να τους απολαμβάνουμε!",https://www.youtube.com/watch?v=oC2CYlkYREg
Απίθανο τραγούδι! Χατζηγιάννης αποδεικνύει ποσό εύρος έχει σαν καλλιτέχνης για ακομα μια φορά ,https://www.youtube.com/watch?v=oC2CYlkYREg
Τι να πει κανείς για τη φωνή του Αδαμαντιδη και για τον Χατζηγιάννη.Υπεροχη συνύπαρξη.,https://www.youtube.com/watch?v=oC2CYlkYREg
"Τραγουδαρα....μπράβο στον Χατζηγιάννη, που προσπαθεί να σώσει το Ελληνικό τραγούδι...!!",https://www.youtube.com/watch?v=oC2CYlkYREg
Δύο θεοί της ελληνικής μουσικής συναντιούνται..ο Θέμης που είναι κορυφαίος στο είδος του..και το ταλέντο ο Χατζηγιάννης που λέει από βαρύ ζεϊμπέκικο μέχρι Τραπ..,https://www.youtube.com/watch?v=oC2CYlkYREg
"Από τα καλύτερα λαϊκά τραγούδια που άκουσα τα τελευταία χρόνια! Στίχοι, μουσική και ερμηνεία σε απόλυτη αρμονία! Τέλειο! Νάστε καλά",https://www.youtube.com/watch?v=oC2CYlkYREg
Ποσο συγκλονιστικο γνήσιο λαϊκό τραγούδι!!!!! Υπέροχοι Χατζηγιάννης και Θέμης!!! Απλά απίστευτο!!!  συγχαρητηρια Μιχάλη και Ελένη για αυτό τον νέο ύμνο!,https://www.youtube.com/watch?v=oC2CYlkYREg
"Είναι τέτοιες οι μουσικές γνώσεις του Μιχάλη, που οτιδήποτε πιάνει το κάνει με σεβασμό και ποιότητα! Γι' αυτό είναι ο κορυφαίος της γενιάς του! Σας ευχαριστούμε για το υπέροχο τραγούδι και ντουέτο!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Συγκινητικό τραγούδι. Σε γεμίζει συναισθήματα υπερηφάνειας και δύναμης. Μπράβο σε πολλούς καλλιτέχνες που συνεχίζουν να στηρίζουν το λαϊκό τραγούδι, διότι θα υπάρχει πάντα διαχρονικά και θα μας θυμίζει την μουσική μας κληρονομιά και ταυτότητα.",https://www.youtube.com/watch?v=oC2CYlkYREg
"Απίθανο τραγούδι.....  Οι φωνές σας μαγεύουν  
Καλή επιτυχία ",https://www.youtube.com/watch?v=oC2CYlkYREg
"Την λαϊκή φωνή του Αδαμαντίδη την ξέρουμε,  κάποιοι είχαμε ξεχάσει όμως τι μπορεί να πει ο Μιχάλης. Αυθεντικοί σε απόλυτη αρμονία οι φωνές τους, από τα πιο ωραία λαϊκα τραγούδια που έχουν γραφτεί τα τελευταία χρόνια. ""Μιχάλης της Καρδιάς"" μας δεν είναι τυχαίος ο τίτλος",https://www.youtube.com/watch?v=oC2CYlkYREg
Μεγάλη ανατριχιλα και με τις δύο αυτές φωνάρες... ...,https://www.youtube.com/watch?v=oC2CYlkYREg
Ένα όμορφο τραγούδι που το ερμηνεύουν δύο σεμνοι ερμηνευτές. Καλή επιτυχία!,https://www.youtube.com/watch?v=oC2CYlkYREg
Συγκλονιστικό  κομματι. Τέτοια ακουσματα τα εχουμε αναγκη και μας λειπουν πολυ. Συγχαρητηρια.,https://www.youtube.com/watch?v=oC2CYlkYREg
"Μουσική που μόνο αυτός ο τεράστιος καλλιτέχνης ΜΙΧΑΛΗΣ ΧΑΤΖΗΓΙΑΝΝΗΣ ξέρει και μπορεί να γράψει. Μόνο σεβασμός στο μεγαλείο του ταλέντου αυτού του ανθρώπου. 
Τραγούδι με βαθύ πόνο που είχε χρόνια να βγει. Υπέροχο ντουέτο, οι φωνές και το ύφος τους ταιριάζουν απόλυτα. Αν εμφανίζονταν σε μαγαζί θα γινόταν χαμός.",https://www.youtube.com/watch?v=oC2CYlkYREg
"Τραγουδαρααααα....μπράβο στον Χατζηγιάννη,φωναρες και οι δύο.. απλά υπέροχοι ",https://www.youtube.com/watch?v=oC2CYlkYREg
Απ' τα ωραιότερα τραγούδια που έχουν γραφτεί τα τελευταία χρόνια!!!ΜΠΡΑΒΟ!!!!Καταπληκτική ερμηνεία !!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Συνεργασία που επρεπε να χε γίνει χρονια τωρα!,https://www.youtube.com/watch?v=oC2CYlkYREg
Τι τραγουδάρα είναι αυτή !!!! Πολλά συγχαρητήρια στον Χατζηγιάννη που συνεχίζει κ συνθέτει τέτοια τραγούδια... Το απογείωσαν με τις ερμηνείες τους... κ ο Αδαμαντίδης φοβερός..και οι στίχοι μιλάνε κατευθείαν στις καρδιές μας.. όλα τέλεια..καλοτάξιδο ,https://www.youtube.com/watch?v=oC2CYlkYREg
Με λόγια κερδίζεις στιγμές Με πράξεις όμως κερδίζεις ανθρώπους #Polanagnostakis ,https://www.youtube.com/watch?v=oC2CYlkYREg
"Λαϊκό παλιάς κοπής , μπράβο στον Μιχάλη !!! ",https://www.youtube.com/watch?v=oC2CYlkYREg
Ένα Υπέροχο τραγούδι ....Μαχαιριά στην καρδιά ....Μπράβοο καταπληκτική  ερμηνεία ..!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Τραγουδαρααα! Συγχαρητήρια και στους δύο!! ️️,https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχοι και οι δύο...καταπληκτικό τραγούδι!!!!!!!!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
"Τι δημιούργησες πάλι, Μιχάλη; Απίστευτο τραγούδι και ερμηνεία και από τους 2!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Невероятни певци и страхотно зейбекико!!
Поздрави от България!!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Υπέροχο τραγούδι,υπέροχος Θέμης,και μεγάλη η χαρά μου που ο Μιχάλης επανέρχεται. Πολλά μπράβο.",https://www.youtube.com/watch?v=oC2CYlkYREg
"Ρε παιδί μου , αυτή η πένα της Ελένης Γιαννατσούλια πως με αγγίζει κάθε φορα !! Άκρως ανατριχιαστικό , απόλυτη αρμονία των Αδαμαντίδη και Χατζηγιάννη ! Replay μόνο ! ",https://www.youtube.com/watch?v=oC2CYlkYREg
Εκπληκτικές ερμηνείες τραγούδι με σημασία στίχου από 2  φοβερούς ερμηνευτές,https://www.youtube.com/watch?v=oC2CYlkYREg
"Το ακούμε στο repeat γιατί είναι ένα από τα καλύτερα που έχουν γραφτεί τελευταία,  αυθεντικοί καλλιτέχνες, απόλυτη αρμονία στις φωνές τους. Ο Χατζηγιάννης αποδεικνύει για άλλη μια φορά πόσο τεράστιος καλλιτέχνης ειναι",https://www.youtube.com/watch?v=oC2CYlkYREg
Ευγε !!!Υπεροχο σας  ευχαριστουμε απο καρδιας !! Παντα επιτυχιες Θεμη και Μιχαλη !!Να δεις τι καφτρες τι καπνους που φερνει η στενοχωρια !!,https://www.youtube.com/watch?v=oC2CYlkYREg
"Τραγούδι που κόβει την ανάσα!!!
Φοβεροί και οι δύό!!!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Μπραβο δυο Υπέροχη  Τραγουδιστές πολύ. Ωραιο   Δίδυμο    Υπέροχη τραγουδιστές!!’ Καλη  Επιτυχία αν και την έχετε από την πρώτη στιγμή  Που ακούστηκε το τραγούδι’!
Read more",https://www.youtube.com/watch?v=oC2CYlkYREg
"Χαίρομαι που βγαίνουν τέτοια τραγουδια, απίστευτοι και οι δυο, μπραβο!!!!!",https://www.youtube.com/watch?v=oC2CYlkYREg
Μπραβο ρε μιχαλη !! Σε απόλαυσα πραγματικά! Με γυρισε 10 χρονια πίσω! Στο repeat!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Μπράβο σας!!! Είστε καταπληκτικό ντουέτο,https://www.youtube.com/watch?v=oC2CYlkYREg
Πολύ ωραίο κομμάτι  κ ερμηνεία  κ ο Χατζηγιάννης  πολύ ωραίος κ στα λαϊκά,https://www.youtube.com/watch?v=oC2CYlkYREg
Πολυυυ φυνατο τραγούδι..Μπράβο  για τους στίχους  κ.την ερμηνεία..Θεμη κ.Μιχαλη,https://www.youtube.com/watch?v=oC2CYlkYREg
"Σας ευχαριστουμε πολυ Μιχαλη κ Θέμη, Θεμη κ ΜιχάληΟι φωνές σας ταιριάζουν απόλυτα!!!!!!!! Συγχαρητήρια κ στους δυο σας!!!!!!!!",https://www.youtube.com/watch?v=oC2CYlkYREg
Απρόβλεπτη συνεργασία με καταπληκτικό αποτέλεσμα.,https://www.youtube.com/watch?v=oC2CYlkYREg
Εξαιρετικό. Πραγματικά αν ο Μιχάλης δεν είχε εμφανίσει και το πρόβλημα με την φωνή του θα ήταν δέκα φορές καλύτερο το κομμάτι. Αρχοντες και οι δυο τους.,https://www.youtube.com/watch?v=oC2CYlkYREg
"""Κρίμα που μέσα σε τόσες υποσχέσεις χάσαμε τον δρόμο μας...."".
Παραμένεις το αδιέξοδο μου.",https://www.youtube.com/watch?v=oC2CYlkYREg
Τι κομματαρα είναι αυτή κατευθείαν στην καρδιά ,https://www.youtube.com/watch?v=oC2CYlkYREg
"Καταπληκτικό τραγούδι , με απίστευτη ερμηνεία με όμορφες αναμνήσεις ️️
Ένα τραγούδι σταθμός για κάθε άνθρωπο που
τα όνειρα που έπλασε και έπλαθε ήταν άλλα . . .και στο τέλος άλλα αποκαλύφθηκαν στο διάβα της ζωής του . . Ξέρετε μπορεί να είναι τόσο καινούργιο τραγούδι τόσο άγνωστο για τους περισσότερους . . Αλλά πάντα αγγίζει τις καρδιές αυτών που έψαχναν . . Ακόμα Ψάχνουν . .
Read more",https://www.youtube.com/watch?v=oC2CYlkYREg
"Υπέροχο τραγούδι, μοναδικοί ερμηνευτές καλοταξιδο το τραγούδι σας.",https://www.youtube.com/watch?v=oC2CYlkYREg
"Δεν υπάρχουν λόγια, απλά υπέροχοι!!!",https://www.youtube.com/watch?v=oC2CYlkYREg
Μπράβο και στους δύο αυτούς καλλιτέχνες!!,https://www.youtube.com/watch?v=oC2CYlkYREg
"Όσες φορές και να το ακούσω ,πάει κατευθείαν στο μυαλό και στην καρδιά εξαιρετικοί και οι δυο ,τι τραγούδι τι φωνές τι ερμηνεία πραγματικά ότι καλύτερο έχει κυκλοφορηση .",https://www.youtube.com/watch?v=oC2CYlkYREg
Μπράβο στον Χατζηγιάννη που έγραψε ένα αξιόλογο λαϊκό τραγούδι για τον .... ίσως τελευταίο λαϊκό πραγματικά τραγουδιστή. Σας ευχαριστούμε και τους δύο.,https://www.youtube.com/watch?v=oC2CYlkYREg
"Τελειοοο κομμάτι  Μπράβο κ στους δύο!!!.....
Σε ταξιδεύει... γεμάτο αναμνήσεις ",https://www.youtube.com/watch?v=oC2CYlkYREg
Αδαμαντίδης άρχοντας …. Μπράβο στον Μιχάλη που ήταν τέλειος δίπλα στον άρχοντα,https://www.youtube.com/watch?v=oC2CYlkYREg
"Λείπουν τέτοια τραγούδια στις μέρες μας!!!
Συγχαρητήρια Κύριοι.",https://www.youtube.com/watch?v=oC2CYlkYREg
Υπεροχο αποτελεσμα απο δυο σπουδαιες φωνες! Καλοταξιδο!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Το κομμάτι μπήκε στην καρδιά μου.  Ένα δάκρυ κύλησε απ' τα μάτια μου,https://www.youtube.com/watch?v=oC2CYlkYREg
"Εχουμε μελλον ακομη !!!
Τέτοιες συνεργασιες μονο ... γιατί χανόμαστε..
Θεμη Μιχάλη ειστε μοναδικοι ",https://www.youtube.com/watch?v=oC2CYlkYREg
"Πολύ καλό Αδαμαντίδης Θεός ,Χατζηγιάννης διαχρονική αξία μπράβο!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Μπραβο Μιχαλη, Μπραβο Θεμη και μπραβο Ελενη για τους φανταστικους στιχους που εγραψες κ εφτιαξες αυτο το πανεμορφο ζεϊμπεκικο!! Νομιζω θα το ελεγε καλυτερα ο Αδαμαντιδης μονος του, αλλα κ μαζι το ειπανε τελεια! Μπραβο και στο ΣΠΙΤΙ ΜΕ ΤΟ MEGA για την ηχογραφηση κ τον ηχο που μας δινει που ειναι λες και αγορασες cd γνησιο... Απολαυστε υπευθυνα!.. Οσο εχουμε τετοιες φωνες κ τετοιους στιχουργος να μην φοβαστε  για το Ελληνικο τραγουδι...",https://www.youtube.com/watch?v=oC2CYlkYREg
"Γιαννατσούλια, άλλο επίπεδο στους στίχους ακόμα μια φορά. Απόλυτο ταίριασμα με τη μουσική του Χατζηγιάννη. Εύστοχη η συνύπαρξη Θέμη και Μιχάλη! Μπράβοοοοο σε όλους σας!",https://www.youtube.com/watch?v=oC2CYlkYREg
Γειά σου ρε Θέμη άρχοντα από της τελευταίες αρχοντικες λαϊκές φωνές,https://www.youtube.com/watch?v=oC2CYlkYREg
"Πολύ ωραία συνύπαρξη!! Φοβερό τραγούδι, μπράβο!!! Καλοτάξιδο!!!!",https://www.youtube.com/watch?v=oC2CYlkYREg
"Θεμιστοκλή, είσαι αξιολάτρευτος, το τι κανεις με τις φωνητικές σου χορδές  ειναι σίγουρα υπόθεση θεϊκης γενναίας προίκας.
Η στιγμή της αγκαλιάς στην αρχη του δεύτερου κουπλέ, δήλωση αγάπης και αναγνώρισης.",https://www.youtube.com/watch?v=oC2CYlkYREg
"... όπως κι εσύ δεν βρήκα την Ιθάκη και ναυαγώ σε δύσκολους καιρούς.

... πόσες φορές δεν μου 'κάψε τα χείλη μαρτυρική δίψα να σε δω... ️",https://www.youtube.com/watch?v=oC2CYlkYREg
Καταπληκτικοί και οι δύο πολυ ωραια η ερμηνεία τους!! ,https://www.youtube.com/watch?v=oC2CYlkYREg
Όταν ο άνθρωπος είναι ταλέντο και μπαλάντες γράφει και ζεϊμπέκικα όμορφα όπως το συγκεκριμένο.,https://www.youtube.com/watch?v=oC2CYlkYREg
Πόσο όμορφο άκουσμα οι δύο ταλαντούχες αυτές φωνές αξίζουν να σμίξουν φωνητικά στη μουσική σκηνη,https://www.youtube.com/watch?v=oC2CYlkYREg
Απόκοσμο. Θεϊκό. Πολυαγαπημένοι καλλιτέχνες. Δεν βρίσκω λόγια,https://www.youtube.com/watch?v=oC2CYlkYREg
Τον Θέμη τον ακολουθώ απο τότε που βγήκε απο το Να η ευκαιρία μέχρι και σήμερα. Είναι μεγάλη φωνή. Είναι καταπληκτικοί και οι δύο.,https://www.youtube.com/watch?v=oC2CYlkYREg
Ένα μεγάλο τραγούδι που θα σαρώσει τον Θέμη τον γνωρίζω πάνω από εικοσιπέντε χρόνια είναι φίλος τον αγαπώ πολύ ο Μιχάλης είναι φωνάρα άρα το αποτέλεσμα είναι μαγικό μπράβο καλοταξιδο,https://www.youtube.com/watch?v=oC2CYlkYREg
"Μαρτυρική δίψα να σε δω...
Να δεις τι καύτρες τι καπνούς που φέρνει η στενοχώρια...",https://www.youtube.com/watch?v=oC2CYlkYREg
Καλοταξιδο το τραγούδι! Συγχαρητήρια στον Μιχάλη Χατζηγιάννη για την δημιουργία και  στον κύριο Θέμη Αδαμαντίδη για την μοναδικη ερμηνεία! Εξαιρετικό λαϊκό τραγούδι που το έχουμε πραγματικά ανάγκη!,https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχο τραγούδι! ΣΥΓΧΑΡΗΤΉΡΙΑ!,https://www.youtube.com/watch?v=oC2CYlkYREg
"Οπως και εσυ...δεν βρηκα την Ιθακη ......
Και ναυαγω σε δυσκολους καιρους..
ΑΦΙΕΡΩΜΕΝΟ....️️
Σε οσους ψαχνουν....
Read more",https://www.youtube.com/watch?v=oC2CYlkYREg
"Μιχάλαρε η πένα σου ειναι πολύτιμη. Ζεστό κομμάτι, απ αυτα που χει ανάγκη η εποχή",https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχο  φωναρες ,https://www.youtube.com/watch?v=oC2CYlkYREg
Τι ωραίο αυτό το τραγούδι τέλειο και από τον Αδαμαντίδη και τον Χατζηγιάννη φανταστικό,https://www.youtube.com/watch?v=oC2CYlkYREg
"Καταπληκτικό ντουέτο.
Οι δυο σπουδαίοι ερμηνευτές, σε μια ειλικρινής ερμηνεία καρδιάς και ψυχής.
Αψεγάδιαστη ""συμπόρευση"" των φωνών τους σε ενα τραγούδι ατόφια συναισθηματικό.",https://www.youtube.com/watch?v=oC2CYlkYREg
Θεϊκό τραγούδι.χατζηγιαννης. Ένας και μοναδικός σε όλα του.,https://www.youtube.com/watch?v=oC2CYlkYREg
ΣΥΓΧΑΡΗΤΉΡΙΑ!ΤΕΛΕΙΟΙ!ΣΥΓΚΙΝΗΤΙΚΟ!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Είστε και οι δυο εξαιρετικοί!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Μπράβο επιτέλους και μια τραγουδάρα ,https://www.youtube.com/watch?v=oC2CYlkYREg
Εξαιρετικό!!!!!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Καλοτάξιδο το τραγούδι!!Καταπληκτικό ,https://www.youtube.com/watch?v=oC2CYlkYREg
τι τραγουδι Θεε μου 10 φορες την ημερα το ακουω καλοταξιδοοοοο,https://www.youtube.com/watch?v=oC2CYlkYREg
Καταπληκτικά. Και αυτοί αλλά και το τραγούδι.... Δεν υπάρχουν λόγια...,https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχο ,https://www.youtube.com/watch?v=oC2CYlkYREg
Τί υπέροχο Τραγούδι κι Ερμηνεία και οι δύο φοβεροί ,https://www.youtube.com/watch?v=oC2CYlkYREg
"Αδαμάντινος αδάμας ο Θέμης! Αξιοπρεπής ο Μιχάλης,άψογη, ωστόσο, η μουσικη του!",https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχο τραγούδι... όπως και εσείς!! Σας ευχαριστούμε....,https://www.youtube.com/watch?v=oC2CYlkYREg
Καλοταξιδο υπέροχο τραγούδι υπέροχοι κ η δύο!!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Αυτά είναι τραγούδια κύριοι αυτά είναι τραγούδια πού έλεγε και ο θεός Καζαντζίδης,https://www.youtube.com/watch?v=oC2CYlkYREg
Α ρε Χατζηγιάννη τι να πούμε για σένα θεός άστο ,https://www.youtube.com/watch?v=oC2CYlkYREg
Τα σπάει το κομμάτι μπράβο καλοτάξιδο,https://www.youtube.com/watch?v=oC2CYlkYREg
"Ο Αδαμαντιδης απλά μιλάει.. Η φωνή βγαίνει αβίαστα!!
Κ οι 2 υπέροχοι!",https://www.youtube.com/watch?v=oC2CYlkYREg
Υπέροχοι συνύπαρξη και των δύο... Μπράβο....!!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
"ΦΑΝΤΑΣΤΙΚΟ!!! ΜΠΡΑΒΟ ΚΑΙ ΣΤΟΥΣ ΔΥΟ ΑΛΛΑ ΡΕ ΜΙΧΑΛΑΡΑΑΑ ΤΟ ΗΞΕΡΑ ΟΤΙ ΘΑ ΤΑ ΚΑΤΑΦΕΡΕΙΣ!!! 
ΤΙ ΦΩΝΑΡΑ ΘΕΕ ΜΟΥΥ ️",https://www.youtube.com/watch?v=oC2CYlkYREg
"Τι να πεις για αυτους τους δυο καλλιτέχνες! Αυτό που θελω να πω πως επιετελους ο Χατζηγιάννης αποστομονει ολους αυτους που τον θελουν να στέκεται σωστα μονο στα ποπ.αντε σας αφηνω να πιω ενα ουισκακι ξαναακουγωντας το.Καλοταξιδο.Θεμη,Μιχαλη, ευχαριστούμε για αυτη την πονεμενη ζεϊμπεκιά.",https://www.youtube.com/watch?v=oC2CYlkYREg
"Τι μουσικη εγραψες οαλι βρε Μιχαλη !!!!!!εχεις εμπλουτισει με τραγουδια πολλους καλλιτέχνες,εισαι μεγαλο ταλέντο, Αδαμαντίδης θεος μπράβο σας και στους δυο σας",https://www.youtube.com/watch?v=oC2CYlkYREg
Τι τραγουδάρα είναι αυτή;;; Ανατρίχιασα.. Φωνάρες...,https://www.youtube.com/watch?v=oC2CYlkYREg
"Είναι ένας φανικός συνδυασμός ... Τέλειο ντουέτο ! Καταπληκτικό κομμάτι, πολύ καλή συνεργασία και ερμηνεία !! ΣΥΓΧΑΡΗΤΗΡΙΑ !️️",https://www.youtube.com/watch?v=oC2CYlkYREg
Καταπληκτικό τραγούδι!!!τραγουδιστά ραδες!!!!!!!,https://www.youtube.com/watch?v=oC2CYlkYREg
Εσύ άκουσες τη νέα επιτυχία του Νίκου Οικονομόπουλου που μόλις κυκλοφόρησε;;; #EkptotosAggelos --> https://bit.ly/ekptotosaggelos,https://www.youtube.com/watch?v=WDbrzIpYCKk
"Η μεγαλύτερη ανταμοιβή μου, είναι να βλέπω με πόση αγάπη έχετε αγκαλιάσει το νέο μου τραγούδι! Σας ευχαριστώ! ",https://www.youtube.com/watch?v=-LYA5S7JszU
Nikos never disappoints with every song he releases he is truly amazing!!  Thank you for filling our heart’s and soul’s with so much love  πολύ αγάπη από την Αυστραλία  ,https://www.youtube.com/watch?v=-LYA5S7JszU
"Όσο και να έχουμε χαθεί, η ζωή ξανά θα μας ενώνει,

Και η μεταξύ μας επαφή, πάντα την καρδιά μας θα παγώνει.
ΔΕΝ ΓΙΝΕΤΑΙ ΝΑ ΜΗΝ ΣΕ ΑΓΓΙΞΕΙ!
ΕΞΑΙΡΕΤΙΚΗ ΔΟΥΛΕΙΑ ΑΠΌ ΟΛΟΥΣ ΠΟΛΛΑ ΜΠΡΑΒΟ",https://www.youtube.com/watch?v=-LYA5S7JszU
"Ποσο χαίρομαι που στην εποχή της εύκολης και ανουσιας δήθεν μουσικής, υπάρχει κάποιος που μιλάει κατευθείαν στην ψυχή μας με τα τραγούδια του...μπράβο Νικόλα",https://www.youtube.com/watch?v=-LYA5S7JszU
